ID  ? t  f
21531 1 5 0
21532 1 5 0
21533 0 1 5
21534 0 0 5
21535 1 5 0
21536 1 5 0
21537 1 5 0
21538 1 5 0
21539 0 0 6
21540 0 1 4
21541 1 5 0
21542 1 5 0
21543 0 0 5
21544 1 5 0
21545 0 1 4
21546 0 0 5
21547 1 5 0
21548 1 4 1
21549 1 5 0
21550 1 5 0
21551 1 6 0
21552 1 5 0
21553 0 0 5
21554 1 5 0
21555 0 1 4
21556 1 3 2
21557 1 3 2
21558 0 1 5
21559 1 3 2
21560 1 5 0
21561 0 0 5
21562 0 0 5
21563 0 1 4
21564 1 3 2
21565 1 6 0
21566 0 1 4
21567 0 0 5
21568 0 0 5
21569 1 5 0
21570 0 0 5
21571 1 5 0
21572 0 0 5
21573 0 0 5
21574 1 5 0
21575 1 5 0
21576 1 3 2
21577 0 2 3
21578 1 4 1
21579 1 5 0
21580 1 5 0
21581 1 5 0
21582 0 1 3
21583 1 5 0
21584 0 1 4
21585 1 5 0
21586 1 5 0
21587 1 5 0
21588 1 5 0
21589 1 5 0
21590 1 5 0
21591 1 5 0
21592 0.5 3 3
21593 1 5 0
21594 0 0 6
21595 1 4 1
21596 1 5 0
21597 1 5 0
21598 0 0 5
21599 0 1 4
21600 0 0 5
21601 0 0 5
21602 0 0 5
21603 1 6 0
21604 0 1 4
21605 0 2 4
21606 1 5 0
21607 1 5 0
21608 1 5 0
21609 1 4 1
21610 0 1 4
21611 1 5 0
21612 0 1 4
21613 1 5 0
21614 1 4 2
21615 1 5 0
21616 1 5 0
21617 1 5 0
21618 1 4 1
21619 1 5 0
21620 1 5 0
21621 0 2 3
21622 1 5 0
21623 1 5 0
21624 1 3 2
21625 1 5 0
21626 1 5 0
21627 0 0 5
21628 1 5 0
21629 1 4 1
21630 1 3 2
21631 1 5 0
21632 0 1 4
21633 1 5 0
21634 1 5 0
21635 1 3 2
21636 1 5 0
21637 1 5 0
21638 0 1 4
21639 0 1 4
21640 0 0 5
21641 1 3 2
21642 1 5 0
21643 0 2 3
21644 1 5 0
21645 1 5 0
21646 0 0 5
21647 1 5 0
21648 1 5 0
21649 1 5 0
21650 0 1 4
21651 1 5 0
21652 0 0 5
21653 1 5 0
21654 0 0 5
21655 1 5 0
21656 1 5 0
21657 1 5 0
21658 0 0 5
21659 0 0 5
21660 0 0 5
21661 0 0 5
21662 1 5 0
21663 1 5 0
21664 0 0 5
21665 1 5 0
21666 0 0 5
21667 1 3 2
21668 1 5 0
21669 0 1 4
21670 1 5 0
21671 1 5 0
21672 1 5 0
21673 1 5 0
21674 0 0 5
21675 0 2 3
21676 0 1 4
21677 1 5 0
21678 1 5 0
21679 1 3 2
21680 0 0 5
21681 0 0 5
21682 0 1 4
21683 1 3 2
21684 1 5 0
21685 0 2 3
21686 1 5 0
21687 0 0 5
21688 1 5 0
21689 1 5 0
21690 1 5 0
21691 0 2 3
21692 0 0 5
21693 1 5 0
21694 1 3 2
21695 1 5 0
21696 1 5 0
21697 0 0 5
21698 0 0 5
21699 1 5 0
21700 1 5 0
21701 0 0 5
21702 1 5 0
21703 0 1 4
21704 1 6 0
21705 0 0 5
21706 0 1 4
21707 0.5 3 3
21708 1 5 0
21709 0 2 3
21710 1 5 0
21711 1 5 0
21712 1 5 0
21713 1 5 0
21714 0 2 3
21715 0 0 5
21716 1 6 0
21717 1 3 2
21718 0 1 4
21719 0 0 5
21720 0 2 3
21721 1 5 0
21722 0 2 3
21723 0 2 3
21724 0 1 4
21725 1 3 2
21726 0 1 4
21727 1 5 0
21728 1 5 0
21729 1 5 0
21730 0 2 3
21731 0 0 5
21732 1 6 0
21733 1 6 0
21734 0 0 5
21735 0 0 5
21736 0 1 4
21737 0 1 4
21738 0.5 3 3
21739 1 5 0
21740 0 2 4
21741 1 5 0
21742 0 1 4
21743 1 4 1
21744 1 5 0
21745 0 2 4
21746 0 2 3
21747 0 2 3
21748 1 6 0
21749 0 1 5
21750 1 6 0
21751 1 4 1
21752 1 5 0
21753 0 0 5
21754 1 6 0
21755 0 0 5
21756 0 0 5
21757 1 5 0
21758 1 3 2
21759 1 5 0
21760 1 5 0
21761 0 2 3
21762 1 4 1
21763 1 3 2
21764 0.5 2 2
21765 1 5 0
21766 1 5 0
21767 1 5 0
21768 1 5 0
21769 0 0 5
21770 1 5 0
21771 0 0 5
21772 0 0 5
21773 1 5 0
21774 0 0 5
21775 0 0 5
21776 1 6 0
21777 1 5 0
21778 1 5 0
21779 0 0 5
21780 1 5 0
21781 0 0 5
21782 1 5 0
21783 0 1 5
21784 1 5 0
21785 1 5 0
21786 1 5 0
21787 1 4 1
21788 1 5 0
21789 0 1 4
21790 0 1 4
21791 0 1 4
21792 1 5 0
21793 1 4 1
21794 1 5 0
21795 1 3 2
21796 1 5 0
21797 0 2 3
21798 0 0 5
21799 1 5 0
21800 1 4 1
21801 1 6 0
21802 1 5 0
21803 1 5 0
21804 1 5 0
21805 0 0 5
21806 1 5 0
21807 0 0 5
21808 1 5 0
21809 1 5 0
21810 1 6 0
21811 0 0 5
21812 1 5 0
21813 1 5 0
21814 1 5 0
21815 1 5 0
21816 0 0 5
21817 1 5 0
21818 1 5 0
21819 1 5 0
21820 0 1 4
21821 1 5 0
21822 0 0 5
21823 0 0 5
21824 0 0 5
21825 0 0 5
21826 1 5 0
21827 1 4 1
21828 1 5 0
21829 0 2 3
21830 1 6 0
21831 1 6 0
21832 1 5 0
21833 1 5 0
21834 1 6 0
21835 1 5 0
21836 0 0 5
21837 1 6 0
21838 1 5 0
21839 1 5 0
21840 1 5 0
21841 1 5 0
21842 0 0 5
21843 1 5 0
21844 1 4 1
21845 1 5 0
21846 1 3 2
21847 1 6 0
21848 1 5 0
21849 0.5 3 3
21850 1 5 0
21851 0 0 5
21852 1 5 0
21853 0 0 5
21854 1 5 0
21855 1 6 0
21856 1 5 0
21857 0 1 4
21858 1 5 0
21859 0 1 4
21860 0 0 5
21861 1 5 0
21862 1 5 0
21863 0 0 5
21864 1 5 0
21865 1 5 0
21866 0 1 4
21867 1 5 0
21868 1 5 0
21869 1 5 0
21870 1 5 0
21871 1 5 0
21872 0 1 4
21873 1 3 2
21874 0 0 5
21875 1 4 1
21876 1 3 2
21877 1 5 0
21878 0 1 4
21879 0 1 4
21880 1 5 0
21881 0 0 5
21882 1 5 0
21883 1 5 0
21884 0 1 4
21885 1 5 0
21886 1 5 0
21887 1 6 0
21888 1 3 2
21889 1 5 0
21890 0 0 5
21891 0 0 7
21892 1 5 0
21893 0 2 3
21894 0 2 3
21895 0 2 3
21896 0 1 4
21897 1 5 0
21898 0.5 4 4
21899 1 5 0
21900 0 0 5
21901 0 1 4
21902 0 2 3
21903 1 5 0
21904 1 5 0
21905 0 0 5
21906 1 5 0
21907 0 1 4
21908 0 1 4
21909 1 4 1
21910 1 5 0
21911 1 5 0
21912 1 5 0
21913 1 5 0
21914 1 5 0
21915 0 0 5
21916 0 0 5
21917 1 3 2
21918 1 5 0
21919 0 0 5
21920 1 5 0
21921 0 1 4
21922 1 5 0
21923 1 5 0
21924 0 0 5
21925 1 5 0
21926 1 5 0
21927 1 6 0
21928 1 3 2
21929 1 5 0
21930 1 5 0
21931 1 7 0
21932 1 5 0
21933 1 5 0
21934 0 0 5
21935 1 5 0
21936 0 1 4
21937 1 5 0
21938 1 5 0
21939 1 5 0
21940 0 0 5
21941 1 5 0
21942 1 5 0
21943 0 0 5
21944 1 5 0
21945 0 0 5
21946 0 1 4
21947 0 0 5
21948 1 6 0
21949 0 0 5
21950 0 2 3
21951 1 5 0
21952 1 5 0
21953 1 4 1
21954 0 2 3
21955 1 5 0
21956 0 2 3
21957 0 1 4
21958 1 5 0
21959 1 5 0
21960 0 0 5
21961 1 3 2
21962 1 5 0
21963 1 5 0
21964 0 2 3
21965 1 5 0
21966 0 0 5
21967 0 1 4
21968 1 5 0
21969 1 5 0
21970 1 5 0
21971 0 0 5
21972 0 2 3
21973 1 4 1
21974 1 5 0
21975 1 5 0
21976 0 0 5
21977 1 3 2
21978 1 5 0
21979 0 0 5
21980 1 4 1
21981 0 1 4
21982 0.5 3 3
21983 0 2 3
21984 1 5 0
21985 0 0 5
21986 1 5 0
21987 0 1 4
21988 1 6 0
21989 1 6 0
21990 0 0 5
21991 1 5 0
21992 1 6 0
21993 0 0 4
21994 1 6 0
21995 1 5 0
21996 0 0 5
21997 0 0 5
21998 1 5 0
21999 1 4 1
22000 0 0 5
22001 1 6 0
22002 1 5 0
22003 0 0 5
22004 1 5 0
22005 1 5 0
22006 0 1 4
22007 0 0 5
22008 0 1 4
22009 1 5 0
22010 1 4 1
22011 1 5 0
22012 0 0 5
22013 1 5 0
22014 1 5 0
22015 1 5 0
22016 1 5 0
22017 1 5 0
22018 1 4 1
22019 1 5 0
22020 0 0 5
22021 1 5 0
22022 1 5 0
22023 0 0 5
22024 1 5 0
22025 0 0 5
22026 1 4 1
22027 0 0 5
22028 1 5 0
22029 1 5 0
22030 1 5 0
22031 0 0 5
22032 1 5 0
22033 1 5 0
22034 0 1 4
22035 0 1 4
22036 0 0 5
22037 1 5 0
22038 1 3 2
22039 1 5 0
22040 1 5 0
22041 1 5 0
22042 0 1 4
22043 1 5 0
22044 1 5 0
22045 0.5 2 2
22046 0 0 7
22047 1 5 0
22048 1 6 0
22049 1 5 0
22050 1 5 0
22051 1 5 0
22052 0 0 5
22053 1 5 0
22054 0 0 5
22055 1 5 0
22056 1 5 0
22057 1 5 0
22058 1 5 0
22059 0 0 5
22060 1 5 0
22061 1 5 0
22062 0 0 5
22063 1 3 2
22064 0 1 4
22065 0 0 5
22066 1 5 0
22067 0 1 4
22068 0 0 5
22069 1 5 0
22070 1 5 0
22071 1 5 0
22072 1 5 0
22073 1 5 0
22074 0 0 5
22075 0 1 4
22076 1 5 0
22077 0 2 3
22078 0 2 3
22079 1 6 0
22080 1 5 0
22081 0 1 4
22082 0 2 3
22083 1 5 0
22084 0 0 5
22085 0 0 5
22086 1 5 0
22087 1 5 0
22088 0 0 5
22089 1 5 0
22090 0 2 3
22091 1 5 0
22092 1 5 0
22093 0 2 3
22094 0 0 5
22095 1 5 0
22096 1 5 0
22097 0 0 5
22098 1 5 0
22099 1 5 0
22100 1 5 0
22101 1 4 1
22102 0 2 3
22103 1 5 0
22104 1 5 0
22105 0 2 3
22106 0 2 3
22107 1 5 0
22108 1 6 0
22109 0.5 2 2
22110 0 0 5
22111 0 0 6
22112 1 5 0
22113 1 5 0
22114 1 5 0
22115 1 5 0
22116 0 0 5
22117 1 5 0
22118 1 5 0
22119 1 3 2
22120 0 1 4
22121 1 6 0
22122 1 5 0
22123 1 6 0
22124 1 5 0
22125 1 5 0
22126 1 5 0
22127 1 5 0
22128 0 1 4
22129 1 6 0
22130 1 5 0
22131 1 6 0
22132 1 5 0
22133 1 4 1
22134 1 6 0
22135 1 3 2
22136 1 5 0
22137 1 5 0
22138 1 5 0
22139 0 0 5
22140 0 0 5
22141 1 5 0
22142 1 5 0
22143 1 6 0
22144 1 5 0
22145 1 5 0
22146 0 0 5
22147 1 5 0
22148 0 1 4
22149 1 3 2
22150 0 1 4
22151 1 5 0
22152 0 0 5
22153 1 4 2
22154 1 5 0
22155 0 0 5
22156 1 5 0
22157 0 0 5
22158 1 5 0
22159 1 5 0
22160 1 5 0
22161 1 5 0
22162 1 5 0
22163 1 5 0
22164 1 5 0
22165 1 5 0
22166 1 5 0
22167 1 5 0
22168 0 0 6
22169 1 5 0
22170 1 5 0
22171 0 0 5
22172 1 5 0
22173 1 5 0
22174 0 0 5
22175 0 0 5
22176 1 5 0
22177 1 5 0
22178 1 3 2
22179 0 0 5
22180 1 5 0
22181 1 5 0
22182 1 5 0
22183 1 5 0
22184 0 1 4
22185 0 1 4
22186 1 5 0
22187 0 1 4
22188 0 0 5
22189 1 5 0
22190 1 5 0
22191 1 4 1
22192 1 5 0
22193 1 5 0
22194 1 5 0
22195 0 1 4
22196 1 5 0
22197 1 5 0
22198 1 5 0
22199 1 5 0
22200 0 2 3
22201 0 0 6
22202 1 6 0
22203 0 0 5
22204 1 5 0
22205 0 1 5
22206 1 5 0
22207 0 0 5
22208 1 5 0
22209 1 5 0
22210 1 5 0
22211 1 6 0
22212 1 3 2
22213 1 3 2
22214 1 5 0
22215 0 2 3
22216 1 5 0
22217 0 2 3
22218 0 1 4
22219 1 5 0
22220 0 0 5
22221 0 1 4
22222 0 0 5
22223 0 0 5
22224 0 1 4
22225 1 5 0
22226 0 0 5
22227 1 3 2
22228 1 3 2
22229 1 5 0
22230 0 0 5
22231 1 5 0
22232 0 0 4
22233 1 3 2
22234 0 0 6
22235 1 5 0
22236 0 0 5
22237 1 5 0
22238 1 5 0
22239 1 5 0
22240 1 5 0
22241 0 2 3
22242 1 5 0
22243 1 5 0
22244 1 6 0
22245 1 5 0
22246 1 6 0
22247 1 5 0
22248 0 1 4
22249 0 0 5
22250 1 3 2
22251 0 1 4
22252 0 1 4
22253 1 5 0
22254 1 5 0
22255 1 4 1
22256 0 0 5
22257 0 1 4
22258 0 1 4
22259 1 5 0
22260 1 5 0
22261 1 5 0
22262 0 2 3
22263 1 5 1
22264 1 5 0
22265 1 5 0
22266 0 1 4
22267 0 1 4
22268 1 4 1
22269 0 0 5
22270 0 0 5
22271 0 0 5
22272 1 5 0
22273 0.5 3 3
22274 1 4 1
22275 0 1 4
22276 0 0 5
22277 1 5 0
22278 1 5 0
22279 1 6 0
22280 1 5 0
22281 1 5 0
22282 0 1 4
22283 0 0 5
22284 1 5 0
22285 0 0 5
22286 1 5 0
22287 1 5 0
22288 0 2 3
22289 1 6 0
22290 1 5 0
22291 1 5 0
22292 1 5 0
22293 0 0 5
22294 0 2 3
22295 1 4 1
22296 1 4 1
22297 1 5 0
22298 1 5 0
22299 1 5 0
22300 0 1 4
22301 0 0 5
22302 0 0 5
22303 0 2 3
22304 0 0 5
22305 1 5 0
22306 1 5 0
22307 0 0 5
22308 0 1 5
22309 1 3 2
22310 1 5 0
22311 1 5 0
22312 1 5 0
22313 1 6 0
22314 0 0 5
22315 1 5 0
22316 0 0 6
22317 1 5 0
22318 0 0 5
22319 1 3 2
22320 1 5 0
22321 0 2 3
22322 1 5 0
22323 1 5 0
22324 1 5 0
22325 1 5 0
22326 0 2 3
22327 1 5 0
22328 0 1 4
22329 1 5 0
22330 1 5 0
22331 1 5 0
22332 0 1 4
22333 1 5 0
22334 0 1 4
22335 0 0 6
22336 1 5 0
22337 0 0 5
22338 0 1 4
22339 1 5 0
22340 0 0 5
22341 1 4 1
22342 0 0 5
22343 1 4 1
22344 0 0 5
22345 0 0 5
22346 1 5 0
22347 1 5 0
22348 1 5 0
22349 0 2 3
22350 0 0 5
22351 1 5 0
22352 1 5 1
22353 1 6 0
22354 1 5 0
22355 1 5 0
22356 1 5 0
22357 1 5 0
22358 1 5 0
22359 0 2 3
22360 1 5 0
22361 0 1 4
22362 1 5 0
22363 1 5 0
22364 0 0 5
22365 0 0 5
22366 1 4 1
22367 1 4 1
22368 0 0 5
22369 1 5 0
22370 1 5 0
22371 1 5 0
22372 0 2 4
22373 1 5 0
22374 1 5 0
22375 0 1 4
22376 1 5 0
22377 0 1 4
22378 1 5 0
22379 1 5 0
22380 1 5 0
22381 1 5 0
22382 1 5 0
22383 1 5 0
22384 1 5 0
22385 1 3 2
22386 1 5 0
22387 1 5 0
22388 0 2 3
22389 1 6 0
22390 1 5 0
22391 1 5 0
22392 1 5 0
22393 1 5 0
22394 1 6 0
22395 0 1 4
22396 1 5 0
22397 0 1 5
22398 1 5 0
22399 0 0 6
22400 1 5 0
22401 0 1 4
22402 1 5 0
22403 1 4 1
22404 1 5 0
22405 0 0 5
22406 1 5 0
22407 0 1 4
22408 1 4 1
22409 0 0 5
22410 1 5 0
22411 0 1 4
22412 1 5 0
22413 0 0 5
22414 1 5 0
22415 1 3 2
22416 0 1 4
22417 1 6 0
22418 1 5 0
22419 1 5 0
22420 1 5 0
22421 0 2 3
22422 1 5 0
22423 0 2 3
22424 1 5 0
22425 0 0 5
22426 1 5 0
22427 1 5 0
22428 1 5 0
22429 1 5 0
22430 1 5 0
22431 1 3 2
22432 1 6 0
22433 1 5 0
22434 1 5 0
22435 1 5 0
22436 1 5 0
22437 1 7 0
22438 1 5 0
22439 0 2 3
22440 1 5 0
22441 0 1 3
22442 1 5 0
22443 0 0 5
22444 1 6 0
22445 0 1 4
22446 0 2 3
22447 1 5 0
22448 1 4 1
22449 0 1 4
22450 1 4 1
22451 1 4 1
22452 0 1 4
22453 1 5 0
22454 1 5 0
22455 1 5 0
22456 0 1 4
22457 1 3 2
22458 1 5 0
22459 1 5 0
22460 0 0 5
22461 0 0 5
22462 1 5 0
22463 0 2 3
22464 1 5 0
22465 0 0 5
22466 0 1 4
22467 0 0 5
22468 1 5 0
22469 0 0 5
22470 1 5 0
22471 1 5 1
22472 1 5 0
22473 1 4 1
22474 1 6 0
22475 1 5 0
22476 1 5 0
22477 1 5 0
22478 0 0 6
22479 1 5 0
22480 1 6 0
22481 1 5 0
22482 0 0 5
22483 0 0 5
22484 1 3 2
22485 0 0 5
22486 1 5 0
22487 0 0 5
22488 1 5 0
22489 1 4 1
22490 0 0 5
22491 1 5 0
22492 1 6 0
22493 1 5 0
22494 1 5 0
22495 1 5 0
22496 0 1 4
22497 1 5 0
22498 0 1 5
22499 1 5 0
22500 1 3 2
22501 1 5 0
22502 0 0 5
22503 0 2 4
22504 1 5 0
22505 1 5 0
22506 0 1 4
22507 1 5 0
22508 1 5 0
22509 1 5 0
22510 0 1 5
22511 1 5 0
22512 1 5 0
22513 1 5 0
22514 1 5 0
22515 1 5 0
22516 1 5 0
22517 1 5 0
22518 1 3 2
22519 1 5 0
22520 0 0 6
22521 0 1 4
22522 1 5 0
22523 1 6 0
22524 1 5 0
22525 1 5 0
22526 1 5 0
22527 1 5 0
22528 0 2 3
22529 1 5 0
22530 1 5 0
22531 0 1 4
22532 0 0 5
22533 1 5 0
22534 0 0 5
22535 1 5 0
22536 0 0 5
22537 1 5 0
22538 1 5 0
22539 1 5 0
22540 1 4 1
22541 1 5 0
22542 0 1 4
22543 0 2 3
22544 0 1 4
22545 1 3 2
22546 1 5 0
22547 1 5 0
22548 1 6 0
22549 1 6 0
22550 0 0 5
22551 1 5 0
22552 1 5 0
22553 1 5 0
22554 0 1 4
22555 1 5 0
22556 0 0 5
22557 0 1 4
22558 0 0 5
22559 1 4 1
22560 1 4 1
22561 1 5 0
22562 1 5 0
22563 0 0 5
22564 0 0 5
22565 0 1 4
22566 1 5 0
22567 0 0 5
22568 0 0 5
22569 0 1 4
22570 0 1 4
22571 1 5 0
22572 0 0 5
22573 1 5 0
22574 1 5 0
22575 0 0 5
22576 0 1 4
22577 0 0 6
22578 1 3 2
22579 0 2 3
22580 0 2 3
22581 1 5 0
22582 1 3 2
22583 1 5 0
22584 1 6 0
22585 0 1 4
22586 0 0 6
22587 1 5 0
22588 0 2 3
22589 0 0 5
22590 1 6 0
22591 0 0 5
22592 0 1 4
22593 1 5 0
22594 1 5 0
22595 1 4 1
22596 0 0 5
22597 1 5 0
22598 1 5 0
22599 1 5 0
22600 1 6 0
22601 1 5 0
22602 1 5 0
22603 1 5 0
22604 1 6 0
22605 1 5 0
22606 1 4 1
22607 0 0 5
22608 0 1 4
22609 0 0 5
22610 1 5 0
22611 1 5 0
22612 0 0 5
22613 0 1 4
22614 0 1 4
22615 1 5 0
22616 1 6 0
22617 1 5 0
22618 1 5 0
22619 0 0 5
22620 0 0 6
22621 1 5 0
22622 0 2 3
22623 1 5 0
22624 1 5 0
22625 1 5 0
22626 1 5 0
22627 0 0 5
22628 1 6 0
22629 1 5 0
22630 0 2 3
22631 1 6 0
22632 1 5 0
22633 0 0 5
22634 1 5 0
22635 0 0 5
22636 0 0 5
22637 1 5 0
22638 1 5 0
22639 1 5 0
22640 1 5 0
22641 0 1 4
22642 1 5 0
22643 1 6 0
22644 1 5 0
22645 1 6 0
22646 0 0 5
22647 1 5 0
22648 1 6 0
22649 1 5 0
22650 1 5 0
22651 1 5 0
22652 0 0 5
22653 1 5 0
22654 1 3 2
22655 1 5 0
22656 1 5 0
22657 1 5 0
22658 0.5 3 3
22659 1 5 0
22660 1 5 0
22661 1 5 0
22662 0 1 4
22663 1 4 1
22664 1 5 0
22665 0 0 5
22666 0 0 5
22667 0 0 5
22668 1 5 0
22669 0 0 5
22670 0 0 5
22671 1 4 2
22672 1 5 0
22673 1 3 2
22674 1 5 0
22675 1 4 1
22676 0 0 5
22677 1 3 2
22678 1 4 1
22679 1 3 2
22680 1 5 0
22681 1 5 0
22682 1 6 0
22683 0 1 4
22684 1 5 0
22685 0 2 3
22686 0 2 3
22687 1 6 0
22688 0 0 5
22689 0 2 3
22690 0 1 4
22691 1 5 0
22692 1 3 2
22693 1 5 0
22694 0 1 4
22695 1 5 0
22696 1 5 0
22697 1 4 2
22698 1 5 0
22699 1 6 0
22700 1 5 0
22701 1 6 0
22702 1 5 0
22703 1 5 0
22704 1 5 0
22705 1 5 0
22706 0 0 6
22707 0 0 5
22708 0 0 5
22709 0 0 5
22710 1 5 0
22711 0 1 4
22712 0 2 3
22713 1 5 0
22714 0 0 5
22715 1 3 2
22716 1 5 0
22717 1 5 0
22718 0 1 4
22719 0 0 5
22720 0 2 3
22721 0 0 5
22722 1 5 0
22723 1 5 0
22724 1 5 0
22725 1 5 0
22726 1 3 2
22727 0 2 3
22728 1 5 0
22729 0 2 3
22730 0 0 5
22731 1 5 0
22732 1 5 0
22733 1 5 0
22734 1 3 2
22735 1 3 2
22736 0 0 5
22737 1 5 0
22738 1 5 0
22739 1 5 0
22740 1 5 0
22741 1 3 2
22742 1 6 0
22743 1 5 0
22744 0 0 5
22745 1 5 0
22746 0 0 5
22747 1 5 0
22748 0 0 5
22749 1 5 0
22750 1 5 0
22751 0 0 5
22752 0 0 5
22753 0 1 4
22754 1 5 0
22755 1 5 0
22756 1 5 0
22757 1 5 0
22758 1 5 0
22759 1 6 0
22760 1 4 1
22761 1 5 0
22762 0 0 5
22763 1 5 0
22764 0 0 5
22765 0 0 5
22766 1 5 0
22767 1 5 0
22768 1 5 0
22769 1 5 0
22770 1 5 0
22771 0 1 4
22772 1 5 0
22773 0 1 4
22774 0 0 5
22775 1 5 0
22776 1 5 0
22777 1 4 1
22778 0 1 5
22779 1 5 0
22780 0 1 4
22781 1 5 1
22782 1 5 0
22783 1 3 2
22784 0 2 3
22785 0 0 6
22786 1 5 0
22787 1 5 0
22788 1 3 2
22789 0 1 4
22790 0 2 3
22791 1 3 2
22792 0 0 5
22793 1 5 0
22794 0 1 4
22795 1 5 0
22796 1 3 2
22797 1 5 0
22798 1 3 2
22799 1 5 0
22800 1 5 0
22801 0 2 3
22802 0 0 5
22803 1 5 0
22804 1 4 1
22805 1 4 1
22806 1 5 0
22807 1 5 0
22808 1 5 0
22809 1 6 0
22810 1 5 0
22811 0 2 3
22812 1 5 0
22813 1 5 0
22814 0 0 5
22815 0 0 5
22816 1 5 0
22817 1 5 0
22818 1 5 0
22819 0 0 5
22820 1 5 0
22821 0 0 5
22822 0 1 4
22823 1 5 0
22824 1 5 0
22825 0 1 4
22826 1 5 0
22827 0 0 5
22828 1 6 0
22829 1 5 0
22830 1 3 2
22831 0 1 4
22832 1 5 0
22833 0 0 6
22834 0 1 4
22835 0 0 5
22836 1 4 1
22837 1 5 0
22838 0 0 5
22839 1 5 0
22840 1 5 0
22841 1 5 0
22842 1 5 0
22843 1 5 0
22844 1 5 0
22845 0 0 5
22846 0 0 6
22847 0 0 5
22848 0 2 3
22849 1 5 0
22850 1 5 0
22851 0 2 3
22852 1 5 0
22853 1 5 0
22854 0 0 4
22855 1 5 0
22856 1 5 0
22857 1 5 0
22858 1 6 0
22859 1 4 1
22860 1 5 0
22861 1 5 0
22862 1 5 0
22863 0 1 4
22864 1 5 0
22865 1 3 2
22866 0 1 4
22867 1 5 0
22868 1 5 0
22869 0 0 5
22870 1 5 0
22871 1 5 0
22872 0 2 3
22873 1 5 0
22874 1 6 0
22875 1 5 0
22876 1 5 0
22877 1 5 0
22878 1 5 0
22879 0 0 5
22880 1 5 0
22881 1 5 0
22882 1 5 0
22883 0 1 4
22884 0 2 3
22885 0 1 4
22886 1 5 0
22887 1 5 0
22888 0 2 3
22889 1 5 0
22890 1 5 0
22891 0 1 4
22892 0 1 4
22893 1 5 0
22894 1 5 0
22895 1 6 0
22896 0 0 5
22897 1 5 0
22898 1 5 0
22899 1 5 0
22900 1 5 0
22901 0 1 4
22902 0 2 4
22903 1 5 0
22904 1 5 0
22905 1 5 0
22906 1 5 0
22907 1 5 0
22908 0 2 3
22909 1 4 1
22910 1 6 0
22911 0 1 4
22912 1 5 0
22913 0 0 5
22914 1 5 0
22915 1 5 0
22916 1 5 0
22917 0 0 5
22918 1 5 0
22919 1 3 2
22920 1 5 0
22921 1 5 0
22922 1 4 1
22923 0 2 3
22924 0 2 3
22925 1 6 0
22926 0 2 3
22927 1 5 0
22928 0 0 5
22929 1 5 0
22930 1 5 0
22931 0 0 5
22932 1 5 0
22933 1 5 0
22934 0 1 4
22935 0 0 5
22936 1 5 0
22937 1 3 2
22938 1 5 0
22939 1 5 0
22940 1 5 0
22941 1 5 0
22942 1 5 0
22943 1 5 0
22944 0 1 4
22945 0 1 4
22946 0 0 5
22947 1 5 0
22948 1 5 0
22949 0 0 5
22950 1 5 0
22951 0 1 4
22952 1 6 0
22953 1 4 1
22954 1 5 0
22955 1 5 0
22956 1 5 0
22957 0 0 6
22958 0 3 4
22959 0 0 5
22960 0 2 3
22961 1 5 0
22962 1 5 0
22963 1 5 0
22964 1 5 0
22965 1 5 0
22966 1 5 0
22967 0 0 5
22968 0 0 5
22969 1 5 0
22970 1 5 0
22971 1 5 0
22972 0 0 5
22973 0 1 4
22974 1 5 0
22975 0 0 5
22976 0 1 4
22977 1 5 0
22978 0 0 5
22979 0 0 5
22980 0 0 5
22981 1 5 0
22982 0 0 6
22983 0 0 5
22984 1 5 0
22985 0.5 3 3
22986 0 2 3
22987 1 5 0
22988 1 5 0
22989 1 5 0
22990 1 6 0
22991 1 3 2
22992 1 5 0
22993 1 5 0
22994 0 0 6
22995 1 5 0
22996 1 5 0
22997 1 5 0
22998 0 0 5
22999 1 5 0
23000 1 5 0
23001 1 5 0
23002 1 5 0
23003 1 5 0
23004 0 1 4
23005 0 2 3
23006 1 5 0
23007 1 5 0
23008 1 5 0
23009 1 5 0
23010 1 5 0
23011 1 5 0
23012 0 0 5
23013 1 5 0
23014 0 0 5
23015 1 5 0
23016 1 5 0
23017 0 0 5
23018 0 0 5
23019 1 5 0
23020 0 0 5
23021 0 1 4
23022 0 0 6
23023 1 5 0
23024 0 0 5
23025 0 2 3
23026 1 5 0
23027 1 5 0
23028 0 2 3
23029 1 5 0
23030 1 5 0
23031 0 2 3
23032 1 5 0
23033 1 5 0
23034 0 0 5
23035 1 4 1
23036 0 2 3
23037 1 5 0
23038 0 1 4
23039 1 5 0
23040 0 0 5
23041 1 5 0
23042 0 1 4
23043 1 5 0
23044 0 1 4
23045 1 5 0
23046 1 6 0
23047 1 5 0
23048 1 4 1
23049 1 5 0
23050 0 1 4
23051 0 2 4
23052 1 5 0
23053 1 6 0
23054 1 5 0
23055 1 5 0
23056 1 5 0
23057 0 1 4
23058 1 5 0
23059 1 5 0
23060 1 5 0
23061 1 5 0
23062 0 0 5
23063 1 5 0
23064 1 5 0
23065 0 0 5
23066 1 6 0
23067 0 1 4
23068 1 5 0
23069 0 2 3
23070 0 0 6
23071 0 1 4
23072 1 6 0
23073 1 5 0
23074 1 5 0
23075 0 1 4
23076 1 5 0
23077 0 0 5
23078 0 0 5
23079 1 5 0
23080 0 1 4
23081 1 5 0
